"CnBio_ID","CnBio_Age","CnBio_Ethnicity","CnBio_Gender","CnPrAl_Date_graduated","CnMem_1_01_Date_Joined","Days_to_membership","CnPrAl_Degree","Degree_level","CnPrAlAttrCat_1_01_Description","CnPrAlAttrCat_1_02_Description","CnPrBs_Industry","CnAdrPrf_City","CnAdrPrf_County","CnAdrPrf_State","CnAdrPrf_ContryLongDscription","CnSmryEdu_Total_Educations","CnMem_1_01_Consecutive_Years","CnMem_1_01_Standing","CnMem_1_01_Total_Years","CnMem_1_01_Last_Dropped_Date","CnMem_1_01_Cur_Expires_on","Type_membership","CnMem_1_01_AtrCat_1_01_Description","CnGf_1_01_Fnds_1_01_Description","CnGf_1_01_Apls_1_01_Ap_Description","CnGf_1_01_Pks_1_01_Package_ID","CnGf_1_01_Pks_1_01_Description","CnGf_1_01_Pks_1_01_Description.1","Membership_desc","Gdate","Gmonth","Gyear","Mdate","Mmonth","Myear","degree_full","stateF","state","Ethnicity","Age","one","Same_day","Same_classroom_same_day","surv","dtm","cens","group","GraduationPeriod","time","Gender","Same_city_members","Same_degree_year_members"
201143183,25,"White or Caucasian","Male","5/11/2013","6/6/2013",26,"Bachelor of Arts","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","SP08 - Membership Invitation <2012>","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Arts_SCI-College of Science","Arizona","Arizona","Caucasian",25,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",273,18
200824331,27,"White or Caucasian","Male","5/14/2011","6/6/2013",754,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Bellevue","King","WA","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr APLUS","APLUS/CALS Norton School Survey gift","Pre-RE Online Sign Ups","Paid",2011-05-14,"Fall",2011,2013-06-06,"06","2013","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",27,1,,,2013-06-06,754,1,"Dropped","Fall",754,"Male",2,21
200820957,27,"White or Caucasian","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Chapel Hill","Orange","NC","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Not Specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",27,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",2,34
200829218,37,"Hispanic/Latino","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr Unspecified","Online, not specified","Pre-RE Online Sign Ups","Paid",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Hispanic",37,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",274,35
20097343,24,"White or Caucasian","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Oro Valley","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","SP06 - Scholarship","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",24,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",6,36
200897573,26,"Hispanic/Latino","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",2,2,"Active",2,"","6/30/2016","Annual","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Not Specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Hispanic",26,1,,,2013-06-06,26,1,"Active","Fall",26,"Female",275,37
20098233,24,"Asian","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Glendale","Maricopa","AZ","United States",2,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","2007 Fall Alumnus Magazine","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","others",24,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",8,38
20098562,25,"White or Caucasian","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Rocky River","Cuyahoga","OH","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","SP06 - Scholarship","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",25,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",0,39
200930281,24,"White or Caucasian","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Phoenix","Maricopa","AZ","United States",2,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","SP08 - Membership Invitation <2012>","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",24,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",68,40
200915821,24,"White or Caucasian","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Chapel Hill","Orange","NC","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","F13 Invoice New Grads campaign","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",24,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",3,41
200919858,24,"Hispanic/Latino","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Gilbert","Maricopa","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","APLUS/CALS Norton School Survey gift","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Hispanic",24,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",8,42
200922613,25,"White or Caucasian","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Dallas","Dallas","TX","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","SP06 - Alumnus Magazine Campaign","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",25,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",7,43
201133526,26,"White or Caucasian","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Chicago","Cook","IL","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Not Specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",26,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",23,44
201135194,25,"White or Caucasian","Male","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","F13 Invoice New Grads campaign","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",25,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Male",276,45
201141957,25,"Vietnamese","Female","5/11/2013","6/6/2013",26,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Chandler","Maricopa","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Not Specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-06,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","others",25,1,,,2013-06-06,26,1,"Dropped","Fall",26,"Female",19,46
200916801,24,"White or Caucasian","Female","5/11/2013","6/10/2013",30,"Bachelor of Fine Arts","Bachelors","FA-College of Fine Arts - Art",,"","Cary","McHenry","IL","United States",1,2,"Active",2,"","6/30/2018","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr PGrad_SP13","SP13 Parents of May grads campaign","Not Specified","Paid",2013-05-11,"Fall",2013,2013-06-10,"06","2013","Bachelor of Fine Arts_FA-College of Fine Arts - Art","others","others","Caucasian",24,1,,,2013-06-10,30,1,"Active","Fall",30,"Female",0,0
200945559,34,"White or Caucasian","Male","12/17/2011","6/10/2013",541,"Bachelor of Science","Bachelors","COPH-Zuckerman College of Public Health",,"","Phoenix","Maricopa","AZ","United States",2,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Vet","Veteran Alumni Club","F14 Grad Fest form returns","Paid",2011-12-17,"Spring",2011,2013-06-10,"06","2013","Bachelor of Science_COPH-Zuckerman College of Public Health","Arizona","Arizona","Caucasian",34,1,,,2013-06-10,541,1,"Dropped","Spring",541,"Male",69,0
200837528,30,"White or Caucasian","Female","5/1/2007","6/10/2013",2232,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Phoenix","Maricopa","AZ","United States",1,0,"Dropped",2,"7/15/2015","","Dropped","MusicCityCats, Nashville TN","UAAA Memberships","","ALUM Mbr Nashville","MusicCityCats, Nashville TN","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2013-06-10,"06","2013","Bachelor of Science_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",30,1,,,2013-06-10,2232,1,"Dropped","Fall",2232,"Female",70,4
20094931,25,"Hispanic/Latino","Male","5/11/2013","6/12/2013",32,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","CactusCats, Tucson AZ","Bundled_offer",2013-05-11,"Fall",2013,2013-06-12,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Hispanic",25,1,,,2013-06-12,32,1,"Dropped","Fall",32,"Male",277,47
200919794,25,"Hispanic/Latino","Female","5/11/2013","6/12/2013",32,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Vail","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","","Bundled_offer",2013-05-11,"Fall",2013,2013-06-12,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Hispanic",25,1,,,2013-06-12,32,1,"Dropped","Fall",32,"Female",3,48
200879408,26,"White or Caucasian","Male","5/11/2013","6/12/2013",32,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","F14 Invoice_2013 New Grads campaign","Bundled_offer",2013-05-11,"Fall",2013,2013-06-12,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",26,1,,,2013-06-12,32,1,"Dropped","Fall",32,"Male",278,49
201136466,41,"White or Caucasian","Female","5/11/2013","6/12/2013",32,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","PCI 2010-2011 Print Directory","Bundled_offer",2013-05-11,"Fall",2013,2013-06-12,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",41,1,,,2013-06-12,32,1,"Dropped","Fall",32,"Female",279,50
200926714,25,"Hispanic/Latino","Male","5/11/2013","6/13/2013",33,"Bachelor of Science","Bachelors","SCI-College of Science",,"","San Antonio","Bexar","TX","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Pre-RE Online Sign Ups","Bundled_offer",2013-05-11,"Fall",2013,2013-06-13,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Hispanic",25,1,,,2013-06-13,33,1,"Dropped","Fall",33,"Male",4,51
200935032,26,"","Male","5/11/2013","6/14/2013",34,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","2009 Football Tickets and Tailgates","Bundled_offer",2013-05-11,"Fall",2013,2013-06-14,"06","2013","Bachelor of Science_SCI-College of Science","Arizona","Arizona","others",26,1,,,2013-06-14,34,1,"Dropped","Fall",34,"Male",280,52
20095240,24,"Asian","Male","5/11/2013","6/16/2013",36,"BS in Aerospace Engineering","Bachelors","ENGR-College of Engineering",,"","Manassas","Prince William","VA","United States",2,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Online, not specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-16,"06","2013","BS in Aerospace Engineering_ENGR-College of Engineering","others","others","others",24,1,,,2013-06-16,36,1,"Dropped","Fall",36,"Male",0,0
2008100584,32,"White or Caucasian","Male","5/14/2011","6/16/2013",764,"Juris Doctor","Doctorate","LAW-Rogers College of Law",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr Unspecified","Online, not specified","Not Specified","Paid",2011-05-14,"Fall",2011,2013-06-16,"06","2013","Juris Doctor_LAW-Rogers College of Law","Arizona","Arizona","Caucasian",32,1,,,2013-06-16,764,1,"Dropped","Fall",764,"Male",281,2
200811012,31,"White or Caucasian","Male","5/1/2008","6/18/2013",1874,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Reno","Washoe","NV","United States",1,0,"Dropped",2,"7/15/2015","","Dropped","BeachCats, San Diego CA","UAAA Memberships","","ALUM Mbr San Diego","BeachCats, San Diego CA","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2013-06-18,"06","2013","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",31,1,,,2013-06-18,1874,1,"Dropped","Fall",1874,"Male",0,42
201141981,34,"White or Caucasian","Female","5/11/2013","6/23/2013",43,"Master of Arts","Masters","SBS-College of Social & Behavioral Sciences",,"","Petrified For","Apache","AZ","United States",1,2,"Active",2,"","6/30/2016","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr Unspecified","Online, not specified","F13 Invoice New Grads campaign","Paid",2013-05-11,"Fall",2013,2013-06-23,"06","2013","Master of Arts_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",34,1,,,2013-06-23,43,1,"Active","Fall",43,"Female",0,0
200951217,23,"White or Caucasian","Female","5/11/2013","6/24/2013",44,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Dallas","Dallas","TX","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr Science","SCI_College Circle/College of Science","Not Specified","Bundled_offer",2013-05-11,"Fall",2013,2013-06-24,"06","2013","Bachelor of Science_SCI-College of Science","others","others","Caucasian",23,1,,,2013-06-24,44,1,"Dropped","Fall",44,"Female",8,53
200926196,25,"White or Caucasian","Male","5/11/2013","6/26/2013",46,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Eagle","Ada","ID","United States",1,2,"Active",2,"","","Life","","UAAA Memberships","ALUM Memberships - Acquisition 12-13","ALUM Mbr PymtPlan","Installment Plan payment (recurring)","SP08 - Membership Invitation <2012>","Paid",2013-05-11,"Fall",2013,2013-06-26,"06","2013","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",25,1,,,2013-06-26,46,1,"Active","Fall",46,"Male",0,0
200822699,25,"White or Caucasian","Male","5/14/2011","6/30/2013",778,"Bachelor of Arts","Bachelors","HUM-College of Humanities",,"","Lk Havasu Cty","Mohave","AZ","United States",1,0,"Dropped",1,"7/15/2014","","Dropped","","UAAA Memberships","","ALUM Mbr E-News","E-mail Newsletter","SCI_College Circle/College of Science","Bundled_offer",2011-05-14,"Fall",2011,2013-06-30,"06","2013","Bachelor of Arts_HUM-College of Humanities","Arizona","Arizona","Caucasian",25,1,,,2013-06-30,778,1,"Dropped","Fall",778,"Male",0,6
200932632,25,"White or Caucasian","Female","5/11/2013","7/2/2013",52,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Danville","Contra Costa","CA","United States",1,0,"Dropped",1,"8/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","Dallas/Fort Worth Chapter","Paid",2013-05-11,"Fall",2013,2013-07-02,"07","2013","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",25,1,,,2013-07-02,52,1,"Dropped","Fall",52,"Female",2,1
200830540,26,"White or Caucasian","Female","12/17/2011","7/8/2013",569,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Scottsdale","Maricopa","AZ","United States",1,0,"Dropped",1,"8/15/2014","","Dropped","Phoenix Young Alumni Club","UAAA Memberships","","ALUM Mbr PYAC","Phoenix Young Alumni Club","Not Specified","Paid",2011-12-17,"Spring",2011,2013-07-08,"07","2013","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",26,1,,,2013-07-08,569,1,"Dropped","Spring",569,"Female",46,15
200878821,26,"White or Caucasian","Male","5/12/2012","7/9/2013",423,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Richardson","Dallas","TX","United States",1,0,"Active",2,"8/15/2014","12/31/2016","Annual","MetroplexCats, Dallas/Fort Worth TX","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","SP15 Grad Fest form returns","Paid",2012-05-12,"Fall",2012,2013-07-09,"07","2013","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",26,1,,,2013-07-09,423,1,"Active","Fall",423,"Male",1,16
201131171,23,"","Female","5/11/2013","7/16/2013",66,"Bachelor of Fine Arts","Bachelors","FA-College of Fine Arts - Dance",,"","Spartanburg","Spartanburg","SC","United States",1,2,"Active",2,"","7/31/2017","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","CactusCats, Tucson AZ","Paid",2013-05-11,"Fall",2013,2013-07-16,"07","2013","Bachelor of Fine Arts_FA-College of Fine Arts - Dance","others","others","others",23,1,,,2013-07-16,66,1,"Active","Fall",66,"Female",0,0
2006821,32,"White or Caucasian","Male","5/1/2006","7/24/2013",2641,"BS in Optical Sciences & Engineering","Bachelors","ENGR-College of Engineering",,"","Santa Clara","Santa Clara","CA","United States",2,2,"Active",2,"","7/31/2016","Annual","SouthBayCats, San Jose CA","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","Grad Fest form returns (all semesters)","Bundled_offer",2006-05-01,"Fall",2006,2013-07-24,"07","2013","BS in Optical Sciences & Engineering_ENGR-College of Engineering","California","California","Caucasian",32,1,,,2013-07-24,2641,1,"Active","Fall",2641,"Male",0,0
20123514,63,"Hispanic/Latino","Female","5/11/2013","8/2/2013",83,"Bachelor of Applied Science","Bachelors","UAUS-University South",,"","Hereford","Cochise","AZ","United States",1,2,"Active",2,"","8/31/2016","Annual","HuachuCats, Sierra Vista AZ","UAAA Memberships","","ALUM Mbr SV","HuachuCats, Sierra Vista AZ","Not Specified","Paid",2013-05-11,"Fall",2013,2013-08-02,"08","2013","Bachelor of Applied Science_UAUS-University South","Arizona","Arizona","Hispanic",63,1,,,2013-08-02,83,1,"Active","Fall",83,"Female",1,0
200878766,26,"Hispanic/Latino","Female","5/14/2011","8/5/2013",814,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Tucson","Pima","AZ","United States",2,0,"Active",2,"9/15/2014","3/31/2017","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","SP12 Parent Grad Gift Campaign form2089","Paid",2011-05-14,"Fall",2011,2013-08-05,"08","2013","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Hispanic",26,1,,,2013-08-05,814,1,"Active","Fall",814,"Female",282,16
200618492,33,"Asian","Female","8/1/2005","8/9/2013",2930,"Bachelor of Arts","Bachelors","HUM-College of Humanities",,"","Paradise Valley","Maricopa","AZ","United States",1,0,"Dropped",1,"9/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Magazine","Arizona Alumni Magazine","Grad Fest form returns (all semesters)","Bundled_offer",2005-08-01,"Fall",2005,2013-08-09,"08","2013","Bachelor of Arts_HUM-College of Humanities","Arizona","Arizona","others",33,1,,,2013-08-09,2930,1,"Dropped","Fall",2930,"Female",1,3
20099355,25,"White or Caucasian","Female","8/8/2013","8/14/2013",6,"Bachelor of Arts","Bachelors","FA-College of Fine Arts - Art",,"","Frankfort","Franklin","KY","United States",1,2,"Active",2,"","8/31/2016","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","Special Event (misc)","Paid",2013-08-08,"Fall",2013,2013-08-14,"08","2013","Bachelor of Arts_FA-College of Fine Arts - Art","others","others","Caucasian",25,1,,,2013-08-14,6,1,"Active","Fall",6,"Female",1,0
200899574,26,"White or Caucasian","Male","5/12/2012","8/14/2013",459,"Bachelor of Arts","Bachelors","SCI-College of Science",,"","Rockville","Montgomery","MD","United States",1,0,"Dropped",1,"9/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Magazine","Arizona Alumni Magazine","Pre-RE Online Sign Ups","Paid",2012-05-12,"Fall",2012,2013-08-14,"08","2013","Bachelor of Arts_SCI-College of Science","others","others","Caucasian",26,1,,,2013-08-14,459,1,"Dropped","Fall",459,"Male",0,28
200833403,27,"White or Caucasian","Male","5/15/2010","8/14/2013",1187,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Phoenix","Maricopa","AZ","United States",1,2,"Active",2,"","8/31/2016","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","Online, not specified","Paid",2010-05-15,"Fall",2010,2013-08-14,"08","2013","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",27,1,,,2013-08-14,1187,1,"Active","Fall",1187,"Male",71,13
20061160,32,"Asian","Male","12/1/2005","8/14/2013",2813,"BS in Mechanical Engineering","Bachelors","ENGR-College of Engineering",,"","Glendora","Los Angeles","CA","United States",3,2,"Active",2,"","8/31/2016","Annual","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr E-News","E-mail Newsletter","Grad Fest form returns (all semesters)","Bundled_offer",2005-12-01,"Spring",2005,2013-08-14,"08","2013","BS in Mechanical Engineering_ENGR-College of Engineering","California","California","others",32,1,,,2013-08-14,2813,1,"Active","Spring",2813,"Male",0,1
200820356,27,"Hispanic/Latino","Female","5/14/2011","8/14/2013",823,"Master of Accounting","Masters","ELLER-Eller College of Management",,"","Phoenix","Maricopa","AZ","United States",2,2,"Active",2,"","8/31/2016","Annual","","","","","","SCI_College Circle/College of Science","Bundled_offer",2011-05-14,"Fall",2011,2013-08-14,"08","2013","Master of Accounting_ELLER-Eller College of Management","Arizona","Arizona","Hispanic",27,1,,,2013-08-14,823,1,"Active","Fall",823,"Female",72,0
200816125,32,"White or Caucasian","Male","5/12/2012","8/18/2013",463,"Bachelor of Science","Bachelors","CALS-Norton School of Family & Consumer Sciences",,"","Chandler","Maricopa","AZ","United States",1,0,"Dropped",1,"9/15/2014","","Dropped","ZonaCats, Phoenix Chapter, Phoenix AZ","UAAA Memberships","","ALUM Mbr Phoenix","ZonaCats, Phoenix Chapter, Phoenix AZ","Online, not specified","Paid",2012-05-12,"Fall",2012,2013-08-18,"08","2013","Bachelor of Science_CALS-Norton School of Family & Consumer Sciences","Arizona","Arizona","Caucasian",32,1,,,2013-08-18,463,1,"Dropped","Fall",463,"Male",20,3
200942000,29,"White or Caucasian","Male","5/11/2013","8/20/2013",101,"Bachelor of General Studies","Bachelors","LA-College of Liberal Arts/ General Studies",,"","Peoria","Maricopa","AZ","United States",1,0,"Active",2,"9/15/2015","10/31/2016","Annual","ZonaCats, Phoenix Chapter, Phoenix AZ","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","INV_GR09 - 2009 Grads campaign","Paid",2013-05-11,"Fall",2013,2013-08-20,"08","2013","Bachelor of General Studies_LA-College of Liberal Arts/ General Studies","Arizona","Arizona","Caucasian",29,1,,,2013-08-20,101,1,"Active","Fall",101,"Male",5,0
200927799,24,"White or Caucasian","Female","5/11/2013","8/22/2013",103,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Chicago","Cook","IL","United States",1,2,"Active",2,"","8/31/2017","Annual","WindyCityCats, Chicago IL","UAAA Memberships","","ALUM Mbr Chicago","WindyCityCats, Chicago IL","Arizona Alumni Magazine","Paid",2013-05-11,"Fall",2013,2013-08-22,"08","2013","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",24,1,,,2013-08-22,103,1,"Active","Fall",103,"Female",24,2
200884731,26,"","Female","12/15/2012","8/22/2013",250,"Bachelor of Arts","Bachelors","HUM-College of Humanities",,"","Indianapolis","Marion","IN","United States",1,0,"Dropped",2,"9/15/2015","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","E-mail Newsletter","Paid",2012-12-15,"Spring",2012,2013-08-22,"08","2013","Bachelor of Arts_HUM-College of Humanities","others","others","others",26,1,,,2013-08-22,250,1,"Dropped","Spring",250,"Female",0,0
200820661,27,"White or Caucasian","Male","8/12/2010","8/22/2013",1106,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Telluride","San Miguel","CO","United States",1,0,"Dropped",1,"9/15/2014","","Dropped","","UAAA Memberships","ALUM Memberships - Acquisition 13-14","ALUM Mbr Unspecified","Online, not specified","SCI_College Circle/College of Science","Bundled_offer",2010-08-12,"Fall",2010,2013-08-22,"08","2013","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",27,1,,,2013-08-22,1106,1,"Dropped","Fall",1106,"Male",0,14
