CnBio_ID,CnBio_Age,CnBio_Ethnicity,CnBio_Gender,CnPrAl_Date_graduated,CnMem_1_01_Date_Joined,Days_to_membership,CnPrAl_Degree,Degree_level,CnPrAlAttrCat_1_01_Description,CnPrAlAttrCat_1_02_Description,CnPrBs_Industry,CnAdrPrf_City,CnAdrPrf_County,CnAdrPrf_State,CnAdrPrf_ContryLongDscription,CnSmryEdu_Total_Educations,CnMem_1_01_Consecutive_Years,CnMem_1_01_Standing,CnMem_1_01_Total_Years,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Cur_Expires_on,Type_membership,CnMem_1_01_AtrCat_1_01_Description,CnGf_1_01_Fnds_1_01_Description,CnGf_1_01_Apls_1_01_Ap_Description,CnGf_1_01_Pks_1_01_Package_ID,CnGf_1_01_Pks_1_01_Description,CnGf_1_01_Pks_1_01_Description,Membership_desc
200819155,34,White or Caucasian,Female,12/1/2008,2/28/2013,1550,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Catalina,Pima,AZ,United States,1,0,Dropped,1,3/14/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Last_SP13,SP13 Last Chance new grad campaign,Grad Fest form returns (all semesters),Bundled_offer
20082527,33,Hispanic/Latino,Female,12/1/2008,3/4/2013,1554,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,4/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Last_SP13,SP13 Last Chance new grad campaign,Grad Fest form returns (all semesters),Bundled_offer
200810919,30,White or Caucasian,Female,8/1/2008,11/10/2012,1562,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Active,3,12/15/2015,1/31/2019,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr HC2012,HC2012 Membership Give-Away,Grad Fest form returns (all semesters),Bundled_offer
200616687,35,American Indian,Female,5/1/2006,8/24/2010,1576,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,9/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200614764,39,White or Caucasian,Female,5/1/2006,9/21/2010,1604,Bachelor of Science,Bachelors,SCI-College of Science,,,APO,,AE,United States,1,0,Dropped,1,10/17/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20061385,31,White or Caucasian,Female,5/1/2006,10/10/2010,1623,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,11/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200616098,44,American Indian,Female,12/1/2005,6/8/2010,1650,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,7/17/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Last Chance,SP10 - Last Chance Bear Down Campaign,Grad Fest form returns (all semesters),Bundled_offer
20089390,29,White or Caucasian,Female,5/1/2009,11/14/2013,1658,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Scottsdale,Maricopa,AZ,United States,1,0,Dropped,2,12/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr HC2013,HC2013 Membership campaign,SCI_College Circle/College of Science,Bundled_offer
2006688,31,White or Caucasian,Female,5/1/2006,12/23/2010,1697,Bachelor of Science,Bachelors,SCI-College of Science,,,Los Angeles,Los Angeles,CA,United States,1,0,Dropped,5,1/15/2016,,Dropped,,UAAA Memberships,,ALUM_Mbr_Puzzle_SP10,SP10 - Wordsearch_Non-member campaign,"CactusCats, Tucson AZ",Paid
20085664,30,White or Caucasian,Female,5/1/2009,1/21/2014,1726,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tulsa,Tulsa,OK,United States,1,0,Dropped,1,2/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr TShirt,T-Shirt campaign,Grad Fest form returns (all semesters),Bundled_offer
20082848,30,White or Caucasian,Male,5/1/2008,2/12/2013,1748,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,3/14/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Last_SP12,SP12 Last Chance new grad campaign,Grad Fest form returns (all semesters),Bundled_offer
200618084,32,White or Caucasian,Female,12/1/2005,9/18/2010,1752,Bachelor of Science,Bachelors,SCI-College of Science,,,Sedona,Yavapai,AZ,United States,1,0,Dropped,3,10/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
2006672,32,White or Caucasian,Female,5/1/2006,2/17/2011,1753,Bachelor of Science,Bachelors,SCI-College of Science,,,Richardson,Dallas,TX,United States,1,0,Dropped,1,3/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,"Online, not specified",Paid
200617268,35,White or Caucasian,Male,5/1/2006,2/17/2011,1753,Bachelor of Science,Bachelors,SCI-College of Science,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,3/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200617936,32,White or Caucasian,Female,5/1/2006,3/1/2011,1765,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,San Francisco,San Francisco,CA,United States,1,0,Dropped,5,4/15/2016,,Dropped,,UAAA Memberships,,ALUM Mbr R1,R1 Renewal  form2071,Grad Fest form returns (all semesters),Bundled_offer
20061353,32,White or Caucasian,Female,5/1/2006,3/8/2011,1772,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Laguna Beach,Orange,CA,United States,1,5,Active,5,,3/31/2017,Annual,,UAAA Memberships,,ALUM_Mbr_LCBD_SP11,SP11 - Last Chance Bear Down Campaign,Grad Fest form returns (all semesters),Bundled_offer
20088370,30,Hispanic/Latino,Female,12/1/2008,10/31/2013,1795,Bachelor of Science,Bachelors,SCI-College of Science,,,Bloomington,Monroe,IN,United States,1,0,Dropped,2,4/15/2016,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Call,Call In_not specified,Grad Fest form returns (all semesters),Bundled_offer
200710784,49,,Male,5/1/2007,5/12/2012,1838,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,0,Dropped,2,10/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200617683,31,White or Caucasian,Male,8/1/2005,8/14/2010,1839,Bachelor of Science,Bachelors,SCI-College of Science,,,San Francisco,San Francisco,CA,United States,1,0,Dropped,1,9/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_PCI,PCI 2009-2010 Print Directory,Grad Fest form returns (all semesters),Bundled_offer
200615308,35,Hispanic/Latino,Female,5/1/2006,5/16/2011,1841,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,6/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,SP06 - Graduation Mailing,Paid
200811406,29,White or Caucasian,Male,5/1/2008,5/22/2013,1847,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Dallas,Collin,TX,United States,1,0,Dropped,1,6/16/2014,,Dropped,"MetroplexCats, Dallas/Fort Worth TX",UAAA Memberships,,ALUM Mbr DFW,"MetroplexCats, Dallas/Fort Worth TX",Grad Fest form returns (all semesters),Bundled_offer
200514357,46,White or Caucasian,Male,5/1/2005,5/30/2010,1855,Bachelor of Science,Bachelors,SCI-College of Science,,,Portland,Multnomah,OR,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_PCI,PCI 2009-2010 Print Directory,Grad Fest form returns (all semesters),Bundled_offer
200515763,34,White or Caucasian,Male,5/1/2005,6/23/2010,1879,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Center Point,Benton,IA,United States,1,0,Dropped,1,7/17/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Last Chance,SP10 - Last Chance Bear Down Campaign,Grad Fest form returns (all semesters),Bundled_offer
200894391,28,White or Caucasian,Male,5/15/2010,8/21/2015,1924,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Altadena,Los Angeles,CA,United States,1,0,Active,0,,8/31/2016,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 15-16,ALUM Mbr Magazine,Arizona Alumni Magazine,SCI_College Circle/College of Science,Bundled_offer
200615152,33,White or Caucasian,Male,12/1/2005,3/21/2011,1936,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,Real Estate,Yuma,Yuma,AZ,United States,1,0,Dropped,4,6/15/2015,,Dropped,"BeachCats, San Diego CA",,,,,Grad Fest form returns (all semesters),Bundled_offer
20089385,28,White or Caucasian,Male,5/1/2009,10/31/2014,2009,Bachelor of Science,Bachelors,SCI-College of Science,,,Washington,District of Columbia,DC,United States,1,0,Dropped,1,11/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200811289,34,White or Caucasian,Male,5/1/2009,1/9/2015,2079,Bachelor of Science,Bachelors,SCI-College of Science,,,Fairbanks,Fairbanks North Star,AK,United States,2,1,Active,1,,1/31/2019,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Magazine,Arizona Alumni Magazine,Grad Fest form returns (all semesters),Bundled_offer
200517507,33,White or Caucasian,Female,5/1/2005,3/31/2011,2160,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Buckeye,Maricopa,AZ,United States,2,0,Dropped,1,4/16/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Wash DC,Washington DC - CapitolCats,Grad Fest form returns (all semesters),Bundled_offer
200838146,31,White or Caucasian,Female,5/1/2007,5/7/2013,2198,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Watertown,Middlesex,MA,United States,1,0,Dropped,1,6/16/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200837528,30,White or Caucasian,Female,5/1/2007,6/10/2013,2232,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,2,7/15/2015,,Dropped,"MusicCityCats, Nashville TN",UAAA Memberships,,ALUM Mbr Nashville,"MusicCityCats, Nashville TN",Grad Fest form returns (all semesters),Bundled_offer
200512930,34,White or Caucasian,Female,5/1/2005,7/15/2011,2266,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Dallas,Denton,TX,United States,1,0,Dropped,1,8/15/2012,,Dropped,,UAAA Memberships,,ALUM Mbr DFW,"MetroplexCats, Dallas/Fort Worth TX",Grad Fest form returns (all semesters),Bundled_offer
20088346,29,White or Caucasian,Female,12/1/2008,5/15/2015,2356,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Madison,Dane,WI,United States,2,0,Active,0,,5/31/2018,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Student,Gift of Student Membership_UA affiliate,Grad Fest form returns (all semesters),Bundled_offer
2005627,41,,Female,5/1/2005,10/30/2011,2373,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Ithaca,Tompkins,NY,United States,1,0,Dropped,1,11/16/2012,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",SP11 - Parent Grad Gift Campaign_2070,Paid
200838645,34,,Female,5/1/2007,11/15/2013,2390,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,2,0,Dropped,1,12/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Magazine,Arizona Alumni Magazine,Grad Fest form returns (all semesters),Bundled_offer
20087226,31,Hispanic/Latino,Female,12/1/2007,7/21/2014,2424,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Fort Mohave,Mohave,AZ,United States,1,0,Dropped,1,8/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr E-News,E-mail Newsletter,Pre-RE Alumnus Acquisitions,Paid
200518595,33,White or Caucasian,Female,8/1/2005,7/18/2012,2543,Bachelor of Science,Bachelors,SCI-College of Science,,,Washington,District of Columbia,DC,United States,2,0,Dropped,3,8/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Check,Check sent without form,Grad Fest form returns (all semesters),Bundled_offer
200710498,32,American Indian,Male,8/1/2006,9/3/2013,2590,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Farmington,San Juan,NM,United States,1,0,Active,2,10/15/2015,3/31/2017,Annual,,,,,,Grad Fest form returns (all semesters),Bundled_offer
200710190,42,White or Caucasian,Male,12/1/2006,2/19/2014,2637,Bachelor of Science,Bachelors,SCI-College of Science,,,Rochester Hills,Oakland,MI,United States,1,0,Dropped,1,3/15/2015,,Dropped,,UAAA Memberships,,ALUM Mbr Honors Club,Honors College Alumni Club,SP11 - Parent Grad Gift Campaign_2070,Paid
200516066,34,Hispanic/Latino,Male,8/1/2005,2/23/2013,2763,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,3,Active,3,,2/25/2017,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200618170,33,White or Caucasian,Male,5/1/2006,2/18/2014,2850,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Portland,Washington,OR,United States,1,0,Dropped,2,3/15/2016,,Dropped,"RoseCityCats, Portland OR",UAAA Memberships,,ALUM Mbr Portland,"RoseCityCats, Portland OR",Grad Fest form returns (all semesters),Bundled_offer
200811081,29,White or Caucasian,Male,5/1/2008,2/27/2016,2858,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tempe,Maricopa,AZ,United States,1,0,Active,0,,2/28/2017,Annual,Phoenix Young Alumni Club,UAAA Memberships,,ALUM Mbr PYAC,Phoenix Young Alumni Club,Grad Fest form returns (all semesters),Bundled_offer
2007628,32,,Female,12/1/2006,11/1/2014,2892,Bachelor of Science,Bachelors,SCI-College of Science,,,Chesterfield,Saint Louis,MO,United States,2,1,Active,1,,11/30/2017,Annual,"ArchCats, St Louis MO",UAAA Memberships,,ALUM Mbr St Louis,"ArchCats, St Louis MO",Grad Fest form returns (all semesters),Bundled_offer
200617000,33,Hispanic/Latino,Male,8/1/2005,10/21/2013,3003,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Diego,San Diego,CA,United States,1,0,Dropped,1,11/15/2014,,Dropped,"BeachCats, San Diego CA",UAAA Memberships,,ALUM Mbr San Diego,"BeachCats, San Diego CA",Grad Fest form returns (all semesters),Bundled_offer
200516061,33,Hispanic/Latino,Female,5/1/2005,5/18/2014,3304,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Tucson,Pima,AZ,United States,2,0,Dropped,1,6/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200617965,33,White or Caucasian,Female,5/1/2006,11/6/2015,3476,Bachelor of Science,Bachelors,SCI-College of Science,,,Mandeville,Saint Tammany,LA,United States,1,0,Active,0,,11/30/2016,Annual,,UAAA Memberships,,ALUM Mbr Honors Club,Honors College Alumni Club,Grad Fest form returns (all semesters),Bundled_offer
200517689,33,White or Caucasian,Male,5/1/2005,10/17/2015,3821,Bachelor of Science,Bachelors,SCI-College of Science,,,Edmond,Oklahoma,OK,United States,2,0,Active,0,,10/31/2018,Annual,,UAAA Memberships,,ALUM Mbr Honors Club,Honors College Alumni Club,Grad Fest form returns (all semesters),Bundled_offer
200518878,32,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200518962,33,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Marina Del Rey,Los Angeles,CA,United States,1,,,,,,,,,,,,,
2005666,53,,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Sierra Vista,Cochise,AZ,United States,2,,,,,,,,,,,,,
200513490,36,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Cave Creek,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200518180,33,White or Caucasian,Male,5/1/2005,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200518230,32,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Glendale,Maricopa,AZ,United States,2,,,,,,,,,,,,,
200518139,33,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,San Marcos,San Diego,CA,United States,1,,,,,,,,,,,,,
200518288,32,White or Caucasian,Male,5/1/2005,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Diego,San Diego,CA,United States,1,,,,,,,,,,,,,
200513799,44,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200513332,41,White or Caucasian,Female,5/1/2005,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200617325,32,White or Caucasian,Female,5/1/2006,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Phoenix,Maricopa,AZ,United States,2,,,,,,,,,,,,,
20061394,31,White or Caucasian,Female,5/1/2006,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Madison,Dane,WI,United States,1,,,,,,,,,,,,,
2006344,35,White or Caucasian,Female,5/1/2006,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Torrington,Litchfield,CT,United States,1,,,,,,,,,,,,,
2006847,32,White or Caucasian,Female,5/1/2006,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200710433,33,White or Caucasian,Male,8/1/2006,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,2,,,,,,,,,,,,,
20078111,32,White or Caucasian,Female,8/1/2006,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Mesa,Maricopa,AZ,United States,1,,,,,,,,,,,,,
20079051,31,White or Caucasian,Female,12/1/2006,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Chandler,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200710644,32,White or Caucasian,Male,12/1/2006,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Denver,Denver,CO,United States,1,,,,,,,,,,,,,
20078462,32,White or Caucasian,Female,12/1/2006,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Valencia,Los Angeles,CA,United States,1,,,,,,,,,,,,,
200835351,31,White or Caucasian,Male,5/1/2007,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Cave Creek,Maricopa,AZ,United States,2,,,,,,,,,,,,,
200837700,31,White or Caucasian,Male,5/1/2007,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Oceanside,San Diego,CA,United States,1,,,,,,,,,,,,,
200838422,31,White or Caucasian,Male,5/1/2007,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Sierra Madre,Los Angeles,CA,United States,1,,,,,,,,,,,,,
200876013,31,,Male,8/1/2007,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
20083093,32,White or Caucasian,Female,12/1/2007,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Scottsdale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200869040,33,,Male,12/1/2007,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Ogden,Davis,UT,United States,1,,,,,,,,,,,,,
20081973,32,White or Caucasian,Female,12/1/2007,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Cave Creek,Maricopa,AZ,United States,1,,,,,,,,,,,,,
20085693,31,White or Caucasian,Female,12/1/2007,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Prescott,Yavapai,AZ,United States,2,,,,,,,,,,,,,
200834943,31,White or Caucasian,Male,12/1/2007,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Issaquah,King,WA,United States,1,,,,,,,,,,,,,
20088424,30,White or Caucasian,Male,5/1/2008,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Louisville,Boulder,CO,United States,3,,,,,,,,,,,,,
20089741,30,White or Caucasian,Female,5/1/2008,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200814815,29,White or Caucasian,Female,5/1/2008,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Yucaipa,San Bernardino,CA,United States,1,,,,,,,,,,,,,
20084339,30,White or Caucasian,Male,5/1/2008,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Red Rock,Pinal,AZ,United States,2,,,,,,,,,,,,,
200819876,33,White or Caucasian,Female,8/1/2008,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Virginia,Saint Louis,MN,United States,1,,,,,,,,,,,,,
20088069,30,Hispanic/Latino,Female,12/1/2008,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,2,,,,,,,,,,,,,
20089609,30,Hispanic/Latino,Male,12/1/2008,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200815848,29,White or Caucasian,Female,5/1/2009,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Westlake Village,Los Angeles,CA,United States,1,,,,,,,,,,,,,
20082343,31,Hispanic/Latino,Female,5/1/2009,,,Bachelor of Science,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200810134,28,White or Caucasian,Female,5/1/2009,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Seattle,King,WA,United States,1,,,,,,,,,,,,,
20089270,39,Hispanic/Latino,Female,5/1/2009,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200811717,28,White or Caucasian,Female,8/1/2009,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Salinas,Monterey,CA,United States,1,,,,,,,,,,,,,
200833950,62,White or Caucasian,Female,12/1/2009,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Hereford,Cochise,AZ,United States,1,,,,,,,,,,,,,
200816810,29,White or Caucasian,Female,12/1/2009,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Canton,Wayne,MI,United States,1,,,,,,,,,,,,,
200877099,36,White or Caucasian,Female,12/1/2009,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Charles Town,Jefferson,WV,United States,1,,,,,,,,,,,,,
200868044,37,White or Caucasian,Male,12/1/2009,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200815815,27,White or Caucasian,Female,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Yuma,Yuma,AZ,United States,1,,,,,,,,,,,,,
200869811,29,White or Caucasian,Male,5/15/2010,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
20085844,41,White or Caucasian,Female,5/15/2010,,,Bachelor of Science,Bachelors,EDUC-College of Education,,,Pearl,Rankin,MS,United States,1,,,,,,,,,,,,,
200815939,28,White or Caucasian,Female,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Wilmington,New Hanover,NC,United States,2,,,,,,,,,,,,,
200816219,27,White or Caucasian,Male,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Glendale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200814151,27,White or Caucasian,Male,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200816187,27,White or Caucasian,Female,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Chandler,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200832164,28,White or Caucasian,Male,5/15/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200826559,26,White or Caucasian,Female,5/15/2010,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Beaverton,Washington,OR,United States,1,,,,,,,,,,,,,
200894371,28,Hispanic/Latino,Female,8/12/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200821379,27,Asian,Female,8/12/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Vly Cottage,Rockland,NY,United States,2,,,,,,,,,,,,,
20089330,29,White or Caucasian,Female,12/18/2010,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200918395,27,White or Caucasian,Male,12/18/2010,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Seattle,King,WA,United States,1,,,,,,,,,,,,,
200815592,27,Asian,Male,12/18/2010,,,Bachelor of Science,Bachelors,SCI-College of Science,,,Phoenix,Maricopa,AZ,United States,2,,,,,,,,,,,,,
200811437,33,White or Caucasian,Male,12/18/2010,,,Bachelor of Science,Bachelors,CALS-College of Agriculture & Life Sciences,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
200824931,29,White or Caucasian,Male,12/18/2010,,,Bachelor of Science,Bachelors,CALS-Norton School of Family & Consumer Sciences,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
2008101139,29,Hispanic/Latino,Male,5/14/2011,,,Bachelor of Science,Bachelors,UAUS-University South,,,Douglas,Cochise,AZ,United States,1,,,,,,,,,,,,,
